BusinessName,BusinessType,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityName,Longitude,Latitude,ImagePath
Eastway,Restaurant/Cafe/Canteen,EC2M 7QN,4,fhrs_4_en-GB,2024-01-03,City of London Corporation,-0.081234,51.517358,images\test\fhrs_4_en-GB.png
Eat Activ,Takeaway/sandwich shop,EC2N 1HQ,5,fhrs_5_en-GB,2023-06-22,City of London Corporation,-0.0839934,51.5152636,images\test\fhrs_5_en-GB.png
Eataly Unit 1,Restaurant/Cafe/Canteen,EC2M 3TP,4,fhrs_4_en-GB,2024-04-23,City of London Corporation,-0.080446,51.518621,images\test\fhrs_4_en-GB.png
Eatviet,Restaurant/Cafe/Canteen,EC4M 9AL,3,fhrs_3_en-GB,2023-12-13,City of London Corporation,-0.094029001891613,51.5129814147949,images\test\fhrs_3_en-GB.png
Eatviet,Takeaway/sandwich shop,EC2M 4RH,3,fhrs_3_en-GB,2023-12-04,City of London Corporation,-0.080142,51.516935,images\test\fhrs_3_en-GB.png
El Vino,Restaurant/Cafe/Canteen,EC2V 5BT,5,fhrs_5_en-GB,2024-06-17,City of London Corporation,-0.0904219970107079,51.5158271789551,images\test\fhrs_5_en-GB.png
Eleana¿s Caffe,Restaurant/Cafe/Canteen,EC2Y 9AA,5,fhrs_5_en-GB,2024-01-08,City of London Corporation,-0.0889004,51.5178617,images\test\fhrs_5_en-GB.png
Elior At Macfarlane,Restaurant/Cafe/Canteen,EC4A 1EP,5,fhrs_5_en-GB,2022-08-09,City of London Corporation,-0.109338998794556,51.5166893005371,images\test\fhrs_5_en-GB.png
Elior UK Plc,Restaurant/Cafe/Canteen,EC2Y 5AU,5,fhrs_5_en-GB,2023-06-30,City of London Corporation,-0.0864269,51.517039,images\test\fhrs_5_en-GB.png
"Elior UK, Atrium Restaurant, 2ND FLR",Restaurant/Cafe/Canteen,EC1A 7BE,5,fhrs_5_en-GB,2023-10-23,City of London Corporation,-0.100896,51.516976,images\test\fhrs_5_en-GB.png
"Elior, Bank Of England",Restaurant/Cafe/Canteen,EC2R 6DA,5,fhrs_5_en-GB,2023-09-15,City of London Corporation,-0.089238,51.515195,images\test\fhrs_5_en-GB.png
"Elior, Book & Latte, West Wing",Restaurant/Cafe/Canteen,EC1A 7BE,5,fhrs_5_en-GB,2023-10-23,City of London Corporation,-0.100896,51.516976,images\test\fhrs_5_en-GB.png
"Elior, Credit Agricole Cib",Restaurant/Cafe/Canteen,EC2A 2AG,5,fhrs_5_en-GB,2024-01-31,City of London Corporation,-0.080876,51.521075,images\test\fhrs_5_en-GB.png
"Elior, Henderson Global Investments",Restaurant/Cafe/Canteen,EC2M 3AB,4,fhrs_4_en-GB,2023-09-21,City of London Corporation,-0.079384,51.520915,images\test\fhrs_4_en-GB.png
"Elior, Linklaters",Restaurant/Cafe/Canteen,EC2Y 8AL,5,fhrs_5_en-GB,2023-05-05,City of London Corporation,-0.092181,51.520306,images\test\fhrs_5_en-GB.png
"Elior, Linklaters",Restaurant/Cafe/Canteen,EC2Y 8AL,5,fhrs_5_en-GB,2023-05-05,City of London Corporation,-0.092181,51.520306,images\test\fhrs_5_en-GB.png
"Elior, Linklaters",Restaurant/Cafe/Canteen,EC2Y 8AL,5,fhrs_5_en-GB,2023-05-05,City of London Corporation,-0.092181,51.520306,images\test\fhrs_5_en-GB.png
"Elior, Lloyds",Restaurant/Cafe/Canteen,EC3M 7DQ,5,fhrs_5_en-GB,2024-07-17,City of London Corporation,-0.082622,51.513154,images\test\fhrs_5_en-GB.png
Elmore Jam,Takeaway/sandwich shop,EC4R 9AT,5,fhrs_5_en-GB,2022-08-09,City of London Corporation,-0.0871220007538795,51.5106468200684,images\test\fhrs_5_en-GB.png
ESS Government Services,Restaurant/Cafe/Canteen,EC2M 4NP,5,fhrs_5_en-GB,2024-03-21,City of London Corporation,-0.079798,51.517586,images\test\fhrs_5_en-GB.png
"Ess, Capita London Aldermanbury",Restaurant/Cafe/Canteen,EC2V 7RF,5,fhrs_5_en-GB,2023-10-17,City of London Corporation,-0.093681,51.516131,images\test\fhrs_5_en-GB.png
Established Coffee,Takeaway/sandwich shop,EC4A 4AS,2,fhrs_2_en-GB,2023-08-16,City of London Corporation,-0.105018,51.514552,images\test\fhrs_2_en-GB.png
Etc Venues,Restaurant/Cafe/Canteen,EC2M 3TQ,5,fhrs_5_en-GB,2023-09-06,City of London Corporation,-0.080446,51.518622,images\test\fhrs_5_en-GB.png
Etc Venues,Restaurant/Cafe/Canteen,EC1A 4HD,5,fhrs_5_en-GB,2022-09-01,City of London Corporation,-0.097774,51.517528,images\test\fhrs_5_en-GB.png
Etc Venues,Restaurant/Cafe/Canteen,WC2A 1HL,5,fhrs_5_en-GB,2023-08-30,City of London Corporation,-0.112415999174118,51.5170021057129,images\test\fhrs_5_en-GB.png
Etc Venues,Restaurant/Cafe/Canteen,EC3M 1AE,5,fhrs_5_en-GB,2023-04-17,City of London Corporation,-0.085222,51.510588,images\test\fhrs_5_en-GB.png
Etc Venues Limited,Restaurant/Cafe/Canteen,EC3A 7BX,5,fhrs_5_en-GB,2022-06-14,City of London Corporation,-0.077752,51.51552,images\test\fhrs_5_en-GB.png
Everyman Broadgate,Restaurant/Cafe/Canteen,EC2M 2PA,3,fhrs_3_en-GB,2023-12-13,City of London Corporation,-0.084159,51.519789,images\test\fhrs_3_en-GB.png
F1 Arcade,Restaurant/Cafe/Canteen,EC4M 9AG,5,fhrs_5_en-GB,2023-04-19,City of London Corporation,-0.0959910005331039,51.5136337280273,images\test\fhrs_5_en-GB.png
Falafel House,Takeaway/sandwich shop,EC4V 5EA,5,fhrs_5_en-GB,2021-09-20,City of London Corporation,-0.10161,51.513319,images\test\fhrs_5_en-GB.png
Farmer J,Restaurant/Cafe/Canteen,EC4R 9AT,5,fhrs_5_en-GB,2023-06-14,City of London Corporation,-0.0871220007538795,51.5106468200684,images\test\fhrs_5_en-GB.png
Farmer J,Restaurant/Cafe/Canteen,EC3M 4BT,4,fhrs_4_en-GB,2024-01-25,City of London Corporation,-0.0780960023403168,51.512809753418,images\test\fhrs_4_en-GB.png
Farmer J Paternoster Row,Restaurant/Cafe/Canteen,EC4M 7EJ,5,fhrs_5_en-GB,2023-06-07,City of London Corporation,-0.098116,51.514863,images\test\fhrs_5_en-GB.png
"Farmer J, Unit 11",Takeaway/sandwich shop,EC2M 2PB,5,fhrs_5_en-GB,2022-11-08,City of London Corporation,-0.0852409973740578,51.5194282531738,images\test\fhrs_5_en-GB.png
Fazenda Rodizio & Grill,Restaurant/Cafe/Canteen,EC2N 4AA,5,fhrs_5_en-GB,2024-02-14,City of London Corporation,-0.0815987,51.5157159,images\test\fhrs_5_en-GB.png
Fazenda UK Ltd,Restaurant/Cafe/Canteen,E1 7DB,5,fhrs_5_en-GB,2022-04-05,City of London Corporation,-0.0773434,51.5160809,images\test\fhrs_5_en-GB.png
Ferrari's Snack Bar,Restaurant/Cafe/Canteen,EC1A 9JR,5,fhrs_5_en-GB,2024-03-13,City of London Corporation,-0.101943,51.518495,images\test\fhrs_5_en-GB.png
"Fika At Funding Circle, 4TH Floor",Restaurant/Cafe/Canteen,EC4V 4AY,5,fhrs_5_en-GB,2021-10-04,City of London Corporation,-0.094951,51.511961,images\test\fhrs_5_en-GB.png
Fika Catering,Restaurant/Cafe/Canteen,EC4Y 0DS,4,fhrs_4_en-GB,2023-06-19,City of London Corporation,-0.107580997049809,51.511474609375,images\test\fhrs_4_en-GB.png
First Coffee Ltd,Restaurant/Cafe/Canteen,EC4M 8AD,5,fhrs_5_en-GB,2022-07-25,City of London Corporation,-0.098052,51.514471,images\test\fhrs_5_en-GB.png
Five Guys,Restaurant/Cafe/Canteen,EC2M 4NR,5,fhrs_5_en-GB,2021-11-02,City of London Corporation,-0.079643,51.517835,images\test\fhrs_5_en-GB.png
Five Guys,Restaurant/Cafe/Canteen,EC4M 8AY,5,fhrs_5_en-GB,2023-06-15,City of London Corporation,-0.10028,51.513414,images\test\fhrs_5_en-GB.png
Flavour Cafe,Restaurant/Cafe/Canteen,EC1A 9PL,4,fhrs_4_en-GB,2023-09-18,City of London Corporation,-0.0991935,51.5197608,images\test\fhrs_4_en-GB.png
Fleet Street Press,Takeaway/sandwich shop,EC4Y 1AU,5,fhrs_5_en-GB,2022-10-10,City of London Corporation,-0.111296,51.513646,images\test\fhrs_5_en-GB.png
Fleets,Restaurant/Cafe/Canteen,EC4M 7DE,5,fhrs_5_en-GB,2024-03-06,City of London Corporation,-0.10165,51.514084,images\test\fhrs_5_en-GB.png
Flow Coffee,Takeaway/sandwich shop,EC4V 4DY,5,fhrs_5_en-GB,2022-08-24,City of London Corporation,-0.1035463,51.5118771,images\test\fhrs_5_en-GB.png
"Fontanella, Elior",Restaurant/Cafe/Canteen,EC1A 7BE,4,fhrs_4_en-GB,2023-10-23,City of London Corporation,-0.100896,51.516976,images\test\fhrs_4_en-GB.png
Food Club,Takeaway/sandwich shop,E1 7AF,5,fhrs_5_en-GB,2024-05-23,City of London Corporation,-0.0767703,51.5156579,images\test\fhrs_5_en-GB.png
Fooditude,Restaurant/Cafe/Canteen,EC2N 4AY,5,fhrs_5_en-GB,2023-12-14,City of London Corporation,-0.080935,51.516247,images\test\fhrs_5_en-GB.png
"Fooditude, Hudson River Trading",Restaurant/Cafe/Canteen,EC2M 2AT,5,fhrs_5_en-GB,2022-10-19,City of London Corporation,-0.0834123,51.5178849,images\test\fhrs_5_en-GB.png
Fora Chancery House,Restaurant/Cafe/Canteen,WC2A 1QS,5,fhrs_5_en-GB,2024-03-06,City of London Corporation,-0.1129149,51.5174861,images\test\fhrs_5_en-GB.png
Fora Restaurant,Restaurant/Cafe/Canteen,EC3A 7DB,5,fhrs_5_en-GB,2024-06-03,City of London Corporation,-0.078522,51.515029,images\test\fhrs_5_en-GB.png
Forbes And Hamilton,Restaurant/Cafe/Canteen,EC2M 5TE,5,fhrs_5_en-GB,2023-10-17,City of London Corporation,-0.088126,51.516958,images\test\fhrs_5_en-GB.png
Fortnum And Mason,Restaurant/Cafe/Canteen,EC3V 3LQ,5,fhrs_5_en-GB,2024-08-22,City of London Corporation,-0.0875900015234947,51.5135841369629,images\test\fhrs_5_en-GB.png
"Found Bar & Restaurant, Tattle Coffeehouse",Restaurant/Cafe/Canteen,EC4M 7AA,5,fhrs_5_en-GB,2024-04-29,City of London Corporation,-0.1011364,51.5136713,images\test\fhrs_5_en-GB.png
Franco Manca,Restaurant/Cafe/Canteen,E1 7JF,5,fhrs_5_en-GB,2024-06-07,City of London Corporation,-0.078622,51.517782,images\test\fhrs_5_en-GB.png
Franco Manca,Restaurant/Cafe/Canteen,EC4M 8AY,5,fhrs_5_en-GB,2022-02-24,City of London Corporation,-0.10028,51.513414,images\test\fhrs_5_en-GB.png
Franco Manca,Restaurant/Cafe/Canteen,EC2M 2QS,5,fhrs_5_en-GB,2023-11-21,City of London Corporation,-0.08359,51.518924,images\test\fhrs_5_en-GB.png
Frequency Millennium Bridge,Restaurant/Cafe/Canteen,EC4V 3DT,5,fhrs_5_en-GB,2024-05-20,City of London Corporation,-0.0967317,51.5108398,images\test\fhrs_5_en-GB.png
Fresh Choice Catering Ltd,Restaurant/Cafe/Canteen,EC2Y 9DP,4,fhrs_4_en-GB,2023-03-28,City of London Corporation,-0.08874472,51.51820674,images\test\fhrs_4_en-GB.png
Freshfields,Restaurant/Cafe/Canteen,EC2N 4AA,5,fhrs_5_en-GB,2024-01-15,City of London Corporation,-0.0815987,51.5157159,images\test\fhrs_5_en-GB.png
Fusionend Spices,Takeaway/sandwich shop,EC2M 5TE,4,fhrs_4_en-GB,2024-02-28,City of London Corporation,-0.088126,51.516958,images\test\fhrs_4_en-GB.png
Gallagher,Restaurant/Cafe/Canteen,EC3V 9BQ,5,fhrs_5_en-GB,2021-10-12,City of London Corporation,-0.085923,51.5118689,images\test\fhrs_5_en-GB.png
Garbanzos,Restaurant/Cafe/Canteen,EC3V 3PD,5,fhrs_5_en-GB,2024-03-07,City of London Corporation,-0.084998,51.513202,images\test\fhrs_5_en-GB.png
Garbanzos,Takeaway/sandwich shop,EC4Y 1JU,5,fhrs_5_en-GB,2021-09-17,City of London Corporation,-0.108208,51.514082,images\test\fhrs_5_en-GB.png
Garbanzos Falafel & Hummus Bar,Takeaway/sandwich shop,EC4M 9AG,5,fhrs_5_en-GB,2023-05-30,City of London Corporation,-0.095991,51.513632,images\test\fhrs_5_en-GB.png
Garbanzos Falafel & Hummus Bar,Takeaway/sandwich shop,EC3M 1DT,5,fhrs_5_en-GB,2023-01-12,City of London Corporation,-0.0833669975399971,51.5108451843262,images\test\fhrs_5_en-GB.png
Garbanzos Falafel & Hummus Bar,Takeaway/sandwich shop,EC2R 5EH,5,fhrs_5_en-GB,2024-01-16,City of London Corporation,-0.0904430001974106,51.5153312683105,images\test\fhrs_5_en-GB.png
Garbanzos Falafel & Hummus Bar,Takeaway/sandwich shop,EC4A 3BF,5,fhrs_5_en-GB,2022-11-21,City of London Corporation,-0.108547,51.515976,images\test\fhrs_5_en-GB.png
Gather & Gather By CH&Co Catering,Restaurant/Cafe/Canteen,EC1A 9HP,5,fhrs_5_en-GB,2022-08-24,City of London Corporation,-0.0998016,51.5198131,images\test\fhrs_5_en-GB.png
Gather & Gather By CH&CO Catering Ltd,Restaurant/Cafe/Canteen,EC1N 2HT,5,fhrs_5_en-GB,2023-08-14,City of London Corporation,-0.108295,51.517536,images\test\fhrs_5_en-GB.png
"Gather & Gather, Asana",Restaurant/Cafe/Canteen,EC3V 3LL,5,fhrs_5_en-GB,2024-07-02,City of London Corporation,-0.0866921,51.514039,images\test\fhrs_5_en-GB.png
"Gather & Gather, Halifax Plc",Restaurant/Cafe/Canteen,EC4N 6EU,5,fhrs_5_en-GB,2024-06-05,City of London Corporation,-0.088604,51.511066,images\test\fhrs_5_en-GB.png
"Gather & Gather, Lloyds",Restaurant/Cafe/Canteen,EC2V 7HN,4,fhrs_4_en-GB,2024-07-29,City of London Corporation,-0.095606,51.516279,images\test\fhrs_4_en-GB.png
"Gather & Gather, Lloyds",Restaurant/Cafe/Canteen,EC2V 7HN,5,fhrs_5_en-GB,2024-07-29,City of London Corporation,-0.095606,51.516279,images\test\fhrs_5_en-GB.png
Gaucho City,Restaurant/Cafe/Canteen,EC3V 0BL,5,fhrs_5_en-GB,2023-11-30,City of London Corporation,-0.085031,51.512744,images\test\fhrs_5_en-GB.png
Gaucho Grill,Restaurant/Cafe/Canteen,EC2M 2PJ,5,fhrs_5_en-GB,2024-10-21,City of London Corporation,-0.084161,51.519411,images\test\fhrs_5_en-GB.png
Gazette Chancery,Restaurant/Cafe/Canteen,EC4A 1LB,2,fhrs_2_en-GB,2024-07-09,City of London Corporation,-0.11108,51.516781,images\test\fhrs_2_en-GB.png
"Genuine Dining Company, Latham & Watkins",Restaurant/Cafe/Canteen,EC2M 3XD,5,fhrs_5_en-GB,2022-02-17,City of London Corporation,-0.08249,51.515948,images\test\fhrs_5_en-GB.png
Geranium,Takeaway/sandwich shop,EC2Y 8BY,5,fhrs_5_en-GB,2023-09-22,City of London Corporation,-0.09681,51.519914,images\test\fhrs_5_en-GB.png
"Gibson, Dunn & Crutcher",Restaurant/Cafe/Canteen,EC4Y 0HB,5,fhrs_5_en-GB,2023-07-10,City of London Corporation,-0.107794,51.511548,images\test\fhrs_5_en-GB.png
Giorgio At Leadenhall (Italian),Restaurant/Cafe/Canteen,EC3V 1LT,5,fhrs_5_en-GB,2024-10-07,City of London Corporation,-0.083804,51.512453,images\test\fhrs_5_en-GB.png
Go Falafel,Takeaway/sandwich shop,EC1A 7AE,5,fhrs_5_en-GB,2023-04-26,City of London Corporation,-0.1009536,51.5160521,images\test\fhrs_5_en-GB.png
Go Falafel,Takeaway/sandwich shop,EC4N 4SJ,5,fhrs_5_en-GB,2022-08-31,City of London Corporation,-0.093627,51.512596,images\test\fhrs_5_en-GB.png
Go Falafel,Takeaway/sandwich shop,EC3M 6BN,5,fhrs_5_en-GB,2023-08-07,City of London Corporation,-0.0827602,51.5116823,images\test\fhrs_5_en-GB.png
Godiva Cafe,Takeaway/sandwich shop,E1 7JF,5,fhrs_5_en-GB,2024-08-05,City of London Corporation,-0.0779439,51.5175656,images\test\fhrs_5_en-GB.png
Golden Spirit,Restaurant/Cafe/Canteen,WC2R 2PN,5,fhrs_5_en-GB,2024-11-13,City of London Corporation,-0.1118936,51.5108151,images\test\fhrs_5_en-GB.png
Goldwood Sports Pub And Kitchen,Restaurant/Cafe/Canteen,EC2R 8DQ,5,fhrs_5_en-GB,2024-08-06,City of London Corporation,-0.0909061,51.514495,images\test\fhrs_5_en-GB.png
Gordon Ramsay Street Burger,Restaurant/Cafe/Canteen,EC2V 6AG,5,fhrs_5_en-GB,2024-05-02,City of London Corporation,-0.095023,51.514021,images\test\fhrs_5_en-GB.png
Gourmet Burger Kitchen,Restaurant/Cafe/Canteen,EC4M 8AY,5,fhrs_5_en-GB,2024-10-15,City of London Corporation,-0.10028,51.513414,images\test\fhrs_5_en-GB.png
Gourmet Kitchen,Takeaway/sandwich shop,SS17 9DY,2,fhrs_2_en-GB,2023-12-08,City of London Corporation,0.4596374,51.5100677,images\test\fhrs_2_en-GB.png
Grain,Restaurant/Cafe/Canteen,E1 7DB,5,fhrs_5_en-GB,2022-06-27,City of London Corporation,-0.077382,51.51609,images\test\fhrs_5_en-GB.png
Graysons Restaurant,Restaurant/Cafe/Canteen,EC1A 9HY,5,fhrs_5_en-GB,2023-04-11,City of London Corporation,-0.101784,51.5178,images\test\fhrs_5_en-GB.png
Graysons Restaurants,Restaurant/Cafe/Canteen,EC2R 6AB,5,fhrs_5_en-GB,2024-03-13,City of London Corporation,-0.089862,51.515079,images\test\fhrs_5_en-GB.png
Graysons Restaurants At Cba,Restaurant/Cafe/Canteen,EC4M 7AW,5,fhrs_5_en-GB,2022-07-04,City of London Corporation,-0.1033,51.514297,images\test\fhrs_5_en-GB.png
"Graysons, McCann World Group",Restaurant/Cafe/Canteen,EC2M 3TP,5,fhrs_5_en-GB,2021-11-02,City of London Corporation,-0.080446,51.518621,images\test\fhrs_5_en-GB.png
Greggs,Takeaway/sandwich shop,EC3M 1AG,5,fhrs_5_en-GB,2022-01-17,City of London Corporation,-0.0853619,51.5108166,images\test\fhrs_5_en-GB.png
Greggs,Takeaway/sandwich shop,EC4M 7JN,5,fhrs_5_en-GB,2023-05-30,City of London Corporation,-0.102181,51.513805,images\test\fhrs_5_en-GB.png
Greggs,Takeaway/sandwich shop,EC4N 6AP,5,fhrs_5_en-GB,2024-01-04,City of London Corporation,-0.090263,51.511372,images\test\fhrs_5_en-GB.png
Greggs,Takeaway/sandwich shop,EC2M 4LN,5,fhrs_5_en-GB,2024-08-10,City of London Corporation,-0.0805187,51.5170053,images\test\fhrs_5_en-GB.png
Greggs PLC,Restaurant/Cafe/Canteen,EC2V 6AT,5,fhrs_5_en-GB,2024-05-21,City of London Corporation,-0.0943647,51.5140298,images\test\fhrs_5_en-GB.png
Greggs Plc,Takeaway/sandwich shop,EC2M 1PR,5,fhrs_5_en-GB,2022-01-05,City of London Corporation,-0.0833972,51.5171064,images\test\fhrs_5_en-GB.png
"Greggs Plc, Unit 26",Takeaway/sandwich shop,EC2M 7PY,5,fhrs_5_en-GB,2022-08-31,City of London Corporation,-0.081393,51.519068,images\test\fhrs_5_en-GB.png
Grind & Co Ltd,Restaurant/Cafe/Canteen,EC3V 3LP,5,fhrs_5_en-GB,2022-03-17,City of London Corporation,-0.08759,51.513585,images\test\fhrs_5_en-GB.png
Grind Liverpool Street,Restaurant/Cafe/Canteen,EC2M 2QS,5,fhrs_5_en-GB,2023-06-21,City of London Corporation,-0.08359,51.518924,images\test\fhrs_5_en-GB.png
Guido's,Takeaway/sandwich shop,EC4A 1AN,5,fhrs_5_en-GB,2022-10-10,City of London Corporation,-0.107822,51.516782,images\test\fhrs_5_en-GB.png
H&W Catering Ltd,Restaurant/Cafe/Canteen,EC4Y 1EU,5,fhrs_5_en-GB,2023-08-30,City of London Corporation,-0.1070444,51.5141092,images\test\fhrs_5_en-GB.png
H&W Catering Ltd,Restaurant/Cafe/Canteen,EC4A 2BB,5,fhrs_5_en-GB,2023-08-10,City of London Corporation,-0.106451,51.514404,images\test\fhrs_5_en-GB.png
H.O.M.E.,Restaurant/Cafe/Canteen,EC1M 7AA,4,fhrs_4_en-GB,2023-04-18,City of London Corporation,-0.09738,51.522495,images\test\fhrs_4_en-GB.png
Hagen Espresso Bars,Takeaway/sandwich shop,EC3V 3LL,5,fhrs_5_en-GB,2023-08-21,City of London Corporation,-0.0866557,51.5136434,images\test\fhrs_5_en-GB.png
"Half Cup, Unit 9",Restaurant/Cafe/Canteen,EC1A 7BB,3,fhrs_3_en-GB,2022-11-23,City of London Corporation,-0.0985387,51.5180946,images\test\fhrs_3_en-GB.png
Harris And Hoole,Restaurant/Cafe/Canteen,EC4A 2NJ,5,fhrs_5_en-GB,2023-06-26,City of London Corporation,-0.1109134,51.5139557,images\test\fhrs_5_en-GB.png
Hawksmoor Guildhall,Restaurant/Cafe/Canteen,EC2V 5BQ,5,fhrs_5_en-GB,2024-07-23,City of London Corporation,-0.090859,51.515716,images\test\fhrs_5_en-GB.png
Haysmacintyre LLP,Restaurant/Cafe/Canteen,EC4R 1BE,5,fhrs_5_en-GB,2022-05-04,City of London Corporation,-0.092877,51.510192,images\test\fhrs_5_en-GB.png
Haz Bar & Restaurant,Restaurant/Cafe/Canteen,EC2N 4AW,5,fhrs_5_en-GB,2024-08-20,City of London Corporation,-0.0822598,51.515387,images\test\fhrs_5_en-GB.png
Haz Restaurant,Restaurant/Cafe/Canteen,EC2V 6HD,5,fhrs_5_en-GB,2023-04-20,City of London Corporation,-0.096733,51.515524,images\test\fhrs_5_en-GB.png
Haz Restaurant,Restaurant/Cafe/Canteen,E1 7DJ,5,fhrs_5_en-GB,2022-09-16,City of London Corporation,-0.07901,51.515766,images\test\fhrs_5_en-GB.png
Haz Restaurant,Restaurant/Cafe/Canteen,EC3M 3BD,5,fhrs_5_en-GB,2022-09-29,City of London Corporation,-0.082274,51.511143,images\test\fhrs_5_en-GB.png
Heliix,Restaurant/Cafe/Canteen,EC3A 8AQ,5,fhrs_5_en-GB,2024-02-16,City of London Corporation,-0.0812384,51.5152625,images\test\fhrs_5_en-GB.png
High Timber Restaurant,Restaurant/Cafe/Canteen,EC4V 3PA,3,fhrs_3_en-GB,2024-03-26,City of London Corporation,-0.096694,51.510595,images\test\fhrs_3_en-GB.png
Hiscox,Restaurant/Cafe/Canteen,EC2N 4BQ,4,fhrs_4_en-GB,2024-07-23,City of London Corporation,-0.0830471,51.5145217,images\test\fhrs_4_en-GB.png
Hispania Restaurant,Restaurant/Cafe/Canteen,EC3V 9AY,5,fhrs_5_en-GB,2023-12-18,City of London Corporation,-0.088052,51.513233,images\test\fhrs_5_en-GB.png
Hola Guacamole,Takeaway/sandwich shop,EC4M 9DN,5,fhrs_5_en-GB,2022-10-14,City of London Corporation,-0.093281,51.513292,images\test\fhrs_5_en-GB.png
"Homeslice, Unit 1",Restaurant/Cafe/Canteen,EC4N 8AR,0,fhrs_0_en-GB,2024-11-22,City of London Corporation,-0.0917044,51.5125487,images\test\fhrs_0_en-GB.png
Honest Burgers,Restaurant/Cafe/Canteen,EC3V 9AZ,5,fhrs_5_en-GB,2023-09-18,City of London Corporation,-0.0868598,51.5129004,images\test\fhrs_5_en-GB.png
Honest Burgers,Restaurant/Cafe/Canteen,EC2M 1PR,4,fhrs_4_en-GB,2023-06-20,City of London Corporation,-0.083866,51.517167,images\test\fhrs_4_en-GB.png
Honest Burgers GRND Floor & Basement,Restaurant/Cafe/Canteen,E1 7HP,5,fhrs_5_en-GB,2024-10-07,City of London Corporation,-0.078216,51.518181,images\test\fhrs_5_en-GB.png
Honi Poke,Restaurant/Cafe/Canteen,EC2V 6BJ,5,fhrs_5_en-GB,2024-01-05,City of London Corporation,-0.0960857,51.5145793,images\test\fhrs_5_en-GB.png
Honi Poke,Takeaway/sandwich shop,EC2M 3TQ,5,fhrs_5_en-GB,2023-09-13,City of London Corporation,-0.080446,51.518622,images\test\fhrs_5_en-GB.png
Honi Poke,Takeaway/sandwich shop,WC2A 1LB,5,fhrs_5_en-GB,2024-12-13,City of London Corporation,-0.11159,51.5156977,images\test\fhrs_5_en-GB.png
Honi Poke,Restaurant/Cafe/Canteen,EC3R 7NA,5,fhrs_5_en-GB,2024-10-25,City of London Corporation,-0.0791480019688606,51.5114440917969,images\test\fhrs_5_en-GB.png
"Honi Poke, Unit 2B",Restaurant/Cafe/Canteen,EC4M 7RB,5,fhrs_5_en-GB,2024-08-06,City of London Corporation,-0.103674,51.51497,images\test\fhrs_5_en-GB.png
Hop Vietnamese,Restaurant/Cafe/Canteen,EC4M 7DZ,5,fhrs_5_en-GB,2021-11-23,City of London Corporation,-0.098424,51.5148421,images\test\fhrs_5_en-GB.png
Hop Vietnamese,Takeaway/sandwich shop,EC2M 5TQ,5,fhrs_5_en-GB,2024-09-30,City of London Corporation,-0.087105,51.516572,images\test\fhrs_5_en-GB.png
"Horizon 22, Level 58",Restaurant/Cafe/Canteen,EC2N 4BQ,5,fhrs_5_en-GB,2024-11-27,City of London Corporation,-0.0830471,51.5145217,images\test\fhrs_5_en-GB.png
Host Cafe,Restaurant/Cafe/Canteen,EC4M 9BW,3,fhrs_3_en-GB,2023-06-12,City of London Corporation,-0.093276,51.512716,images\test\fhrs_3_en-GB.png
Howden,Restaurant/Cafe/Canteen,EC3A 5AF,5,fhrs_5_en-GB,2023-12-21,City of London Corporation,-0.0784649,51.5142601,images\test\fhrs_5_en-GB.png
Hub By Premier Inn,Restaurant/Cafe/Canteen,EC3R 5AT,5,fhrs_5_en-GB,2023-06-05,City of London Corporation,-0.081093,51.509396,images\test\fhrs_5_en-GB.png
Huckletree Cafe,Restaurant/Cafe/Canteen,EC2M 3TY,5,fhrs_5_en-GB,2024-07-05,City of London Corporation,-0.079584,51.520262,images\test\fhrs_5_en-GB.png
Humble Grape,Restaurant/Cafe/Canteen,EC4Y 8EJ,5,fhrs_5_en-GB,2020-02-18,City of London Corporation,-0.105389,51.513577,images\test\fhrs_5_en-GB.png
"HW Catering, 1ST FLR Canteen",Restaurant/Cafe/Canteen,EC2M 7LS,5,fhrs_5_en-GB,2024-09-23,City of London Corporation,-0.0853896,51.5186408,images\test\fhrs_5_en-GB.png
Hyatt Regency London Blackfriars,Restaurant/Cafe/Canteen,EC4V 6DB,5,fhrs_5_en-GB,2023-09-14,City of London Corporation,-0.104666,51.512262,images\test\fhrs_5_en-GB.png
Hyde London City,Restaurant/Cafe/Canteen,EC4M 7EF,2,fhrs_2_en-GB,2024-11-21,City of London Corporation,-0.1024171,51.5162107,images\test\fhrs_2_en-GB.png
I&J Holborn Limited,Restaurant/Cafe/Canteen,EC1N 2HB,5,fhrs_5_en-GB,2022-09-15,City of London Corporation,-0.107722,51.517114,images\test\fhrs_5_en-GB.png
Indian City,Restaurant/Cafe/Canteen,EC4V 6AA,5,fhrs_5_en-GB,2023-10-24,City of London Corporation,-0.104687,51.513836,images\test\fhrs_5_en-GB.png
Inigo Business Centres,Restaurant/Cafe/Canteen,EC2V 5AE,5,fhrs_5_en-GB,2023-06-06,City of London Corporation,-0.091943,51.515293,images\test\fhrs_5_en-GB.png
Island Poke,Takeaway/sandwich shop,EC4M 9DT,5,fhrs_5_en-GB,2024-05-23,City of London Corporation,-0.0935388,51.5130991,images\test\fhrs_5_en-GB.png
Island Poke Fenchurch Street,Takeaway/sandwich shop,EC3M 6AL,5,fhrs_5_en-GB,2023-10-23,City of London Corporation,-0.0831635,51.5116889,images\test\fhrs_5_en-GB.png
